CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
57914122,MESQUITE ISD,KIMBALL ELEM.,5,INDEPENDENT,4010 CORYELL WAY,MESQUITE,75150-2816,3.0,39.0,31.0,16.0
57914123,MESQUITE ISD,PIRRUNG ELEM.,5,INDEPENDENT,1500 CREEK VLY,MESQUITE,75181-5922,22.0,70.0,35.0,22.0
57914124,MESQUITE ISD,CANNADAY ELEM.,5,INDEPENDENT,2701 CHISOLM TR,MESQUITE,75150-4829,12.0,74.0,51.0,28.0
57914125,MESQUITE ISD,AUSTIN ELEM.,5,INDEPENDENT,3020 POTEET DR,MESQUITE,75150-4762,17.0,55.0,40.0,24.0
57914126,MESQUITE ISD,MOSS ELEM.,5,INDEPENDENT,1208 NEW MARKET RD,MESQUITE,75149-5710,9.0,48.0,26.0,18.0
57914127,MESQUITE ISD,THOMPSON ELEM.,5,INDEPENDENT,2525 HELEN LN,MESQUITE,75181-1857,31.0,74.0,44.0,18.0
57914128,MESQUITE ISD,GRAY ELEM.,5,INDEPENDENT,3500 PIONEER RD,BALCH SPRINGS,75180,24.0,54.0,36.0,24.0
57914129,MESQUITE ISD,SMITH ELEM.,5,INDEPENDENT,2300 MESQUITE VALLEY RD,MESQUITE,75149-6646,30.0,44.0,25.0,12.0
57914130,MESQUITE ISD,GENTRY ELEM.,5,INDEPENDENT,1901 TWIN OAKS DR,MESQUITE,75181,12.0,108.0,77.0,51.0
57914131,MESQUITE ISD,MACKEY ELEM.,5,INDEPENDENT,14900 N SPRING RIDGE CIR,BALCH SPRINGS,75180,27.0,102.0,56.0,27.0
57914132,MESQUITE ISD,ACHZIGER ELEM.,5,INDEPENDENT,3300 RIDGERANCH RD,MESQUITE,75181,27.0,103.0,67.0,39.0
57914133,MESQUITE ISD,DR. LINDA HENRI,5,INDEPENDENT,253 W LAWSON RD,DALLAS,75253,22.0,124.0,75.0,45.0
57916101,RICHARDSON ISD,ARAPAHO CLASSIC,5,INDEPENDENT,1300 CYPRESS DR,RICHARDSON,75080-4107,6.0,76.0,57.0,29.0
57916102,RICHARDSON ISD,CANYON CREEK EL,5,INDEPENDENT,2100 COPPER RDG DR,RICHARDSON,75080-2312,2.0,37.0,35.0,28.0
57916103,RICHARDSON ISD,DOVER ELEM.,5,INDEPENDENT,700 DOVER DR,RICHARDSON,75080-6709,14.0,62.0,38.0,26.0
57916104,RICHARDSON ISD,GREENWOOD HILLS,5,INDEPENDENT,1313 W SHORE DR,RICHARDSON,75080-4021,13.0,40.0,36.0,16.0
57916105,RICHARDSON ISD,HAMILTON PARK P,5,INDEPENDENT,8301 TOWNS ST,DALLAS,75243-4107,10.0,83.0,57.0,36.0
57916106,RICHARDSON ISD,O. HENRY ELEM.,5,INDEPENDENT,4100 TYNES DR,GARLAND,75042-4107,6.0,58.0,43.0,28.0
57916107,RICHARDSON ISD,LAKE HIGHLANDS,5,INDEPENDENT,9501 FERNDALE RD,DALLAS,75238-4107,14.0,71.0,46.0,30.0
57916108,RICHARDSON ISD,MOHAWK ELEM.,5,INDEPENDENT,1500 MIMOSA DR,RICHARDSON,75080-2813,2.0,59.0,49.0,38.0
57916109,RICHARDSON ISD,NORTHRICH ELEM.,5,INDEPENDENT,1301 CUSTER RD,RICHARDSON,75080-4505,7.0,47.0,30.0,14.0
57916110,RICHARDSON ISD,NORTHWOOD HILLS,5,INDEPENDENT,14532 MEANDERING WAY,DALLAS,75240-4107,26.0,53.0,34.0,18.0
57916111,RICHARDSON ISD,RICHARDSON HEIG,5,INDEPENDENT,101 N FLOYD RD,RICHARDSON,75080-5602,16.0,39.0,19.0,11.0
57916112,RICHARDSON ISD,RICHARDSON TERR,5,INDEPENDENT,300 N DOROTHY AVE,RICHARDSON,75081-3408,11.0,46.0,35.0,24.0
57916113,RICHARDSON ISD,SPRING VALLEY E,5,INDEPENDENT,13535 SPRING GROVE AVE,DALLAS,75240-3798,14.0,42.0,15.0,7.0
57916114,RICHARDSON ISD,STULTS ROAD ELE,5,INDEPENDENT,8700 STULTS RD,DALLAS,75243-4107,21.0,58.0,34.0,15.0
57916115,RICHARDSON ISD,MARK TWAIN ELEM,5,INDEPENDENT,1200 LARKSPUR DR,RICHARDSON,75081-3609,15.0,57.0,44.0,27.0
57916116,RICHARDSON ISD,WALLACE ELEM.,5,INDEPENDENT,9921 KIRKHAVEN DR,DALLAS,75238-4107,14.0,85.0,58.0,34.0
57916117,RICHARDSON ISD,WHITE ROCK ELEM,5,INDEPENDENT,9229 CHISWELL RD,DALLAS,75238-4107,12.0,119.0,101.0,83.0
57916118,RICHARDSON ISD,SPRING CREEK EL,5,INDEPENDENT,7667 ROUNDROCK RD,DALLAS,75248-4107,1.0,41.0,38.0,32.0
57916120,RICHARDSON ISD,FORESTRIDGE ELE,5,INDEPENDENT,10330 BUNCHBERRY DR,DALLAS,75243-4107,17.0,65.0,38.0,23.0
57916121,RICHARDSON ISD,NORTHLAKE ELEM.,5,INDEPENDENT,10059 RAVENSWAY DR,DALLAS,75238-4107,11.0,67.0,52.0,29.0
57916122,RICHARDSON ISD,BOWIE ELEM.,5,INDEPENDENT,7643 LA MANGA DR,DALLAS,75248-4107,5.0,79.0,66.0,50.0
57916123,RICHARDSON ISD,PRAIRIE CREEK E,5,INDEPENDENT,2120 E PRAIRIE CREEK DR,RICHARDSON,75080-2620,0.0,45.0,42.0,33.0
57916124,RICHARDSON ISD,SPRINGRIDGE ELE,5,INDEPENDENT,1801 E SPRING VLY RD,RICHARDSON,75081-5463,6.0,48.0,35.0,24.0
57916125,RICHARDSON ISD,PRESTONWOOD ELE,5,INDEPENDENT,6525 LA COSA,DALLAS,75248-4107,8.0,66.0,55.0,45.0
57916126,RICHARDSON ISD,SKYVIEW ELEM.,5,INDEPENDENT,9229 MEADOWKNOLL DR,DALLAS,75243-4107,29.0,51.0,32.0,23.0
57916127,RICHARDSON ISD,DARTMOUTH ELEM.,5,INDEPENDENT,417 DARTMOUTH LN,RICHARDSON,75081-3299,6.0,42.0,33.0,27.0
57916128,RICHARDSON ISD,BRENTFIELD ELEM,5,INDEPENDENT,6767 BRENTFIELD DR,DALLAS,75248-4107,1.0,101.0,89.0,76.0
57916129,RICHARDSON ISD,JESS HARBEN ELE,5,INDEPENDENT,600 S GLENVILLE DR,RICHARDSON,75081-4529,5.0,23.0,12.0,7.0
57916130,RICHARDSON ISD,RICHLAND ELEM.,5,INDEPENDENT,550 PARK BEND,RICHARDSON,75081,28.0,56.0,32.0,24.0
57916131,RICHARDSON ISD,YALE ELEM.,5,INDEPENDENT,1900 E COLLINS BLVD,RICHARDSON,75081-2103,9.0,49.0,34.0,22.0
57916132,RICHARDSON ISD,MOSS HAVEN ELEM,5,INDEPENDENT,9202 MOSS FARM LN,DALLAS,75243-4107,9.0,54.0,47.0,37.0
57916133,RICHARDSON ISD,BIG SPRINGS ELE,5,INDEPENDENT,3301 W CAMPBELL RD,GARLAND,75044,8.0,32.0,27.0,18.0
57916134,RICHARDSON ISD,MERRIMAN PARK E,5,INDEPENDENT,7101 WINEDALE DR,DALLAS,75231-4107,14.0,46.0,35.0,25.0
57916135,RICHARDSON ISD,AIKIN ELEM.,5,INDEPENDENT,12300 PLEASANT VLY DR,DALLAS,75243-4107,27.0,55.0,37.0,26.0
57916137,RICHARDSON ISD,RISD ACAD.,5,INDEPENDENT,13630 COIT RD,DALLAS,75240-5788,31.0,97.0,56.0,32.0
57916142,RICHARDSON ISD,MATH-SCIENCE-TE,5,INDEPENDENT,450 ABRAMS RD,RICHARDSON,75081,3.0,79.0,71.0,61.0
57916143,RICHARDSON ISD,FOREST LANE ACA,5,INDEPENDENT,9663 FOREST LN,DALLAS,75243,24.0,69.0,41.0,23.0
57916144,RICHARDSON ISD,AUDELIA CREEK E,5,INDEPENDENT,12600 AUDELIA,DALLAS,75243,20.0,55.0,24.0,8.0
57916145,RICHARDSON ISD,CAROLYN G. BUKH,5,INDEPENDENT,13900 MAHAM RD,DALLAS,75240,32.0,80.0,40.0,25.0
57916146,RICHARDSON ISD,THURGOOD MARSHA,5,INDEPENDENT,9666 FERRIS BRANCH,DALLAS,75243,20.0,41.0,24.0,11.0
57919041,SUNNYVALE ISD,SUNNYVALE M.S.,5,INDEPENDENT,216 N COLLINS RD,SUNNYVALE,75182,3.0,140.0,109.0,82.0
57922101,COPPELL ISD,PINKERTON ELEM.,5,INDEPENDENT,260 SOUTHWESTERN BLVD,COPPELL,75019-4519,3.0,63.0,55.0,45.0
57922103,COPPELL ISD,AUSTIN ELEM.,5,INDEPENDENT,161 S MOORE,COPPELL,75019-5750,6.0,85.0,74.0,60.0
57922105,COPPELL ISD,MOCKINGBIRD ELE,5,INDEPENDENT,300 MOCKINGBIRD,COPPELL,75019-4142,2.0,84.0,77.0,61.0
57922106,COPPELL ISD,WILSON ELEM.,5,INDEPENDENT,200 S COPPELL RD,COPPELL,75019-2415,16.0,65.0,50.0,36.0
57922107,COPPELL ISD,LAKESIDE ELEM.,5,INDEPENDENT,1100 VILLAGE PKWY,COPPELL,75019-6304,1.0,128.0,108.0,89.0
57922108,COPPELL ISD,TOWN CENTER ELE,5,INDEPENDENT,185 N HEARTZ RD,COPPELL,75019-5813,1.0,115.0,91.0,73.0
57922109,COPPELL ISD,COTTONWOOD CREE,5,INDEPENDENT,615 MINYARD,COPPELL,75019-2014,9.0,87.0,66.0,44.0
57922110,COPPELL ISD,VALLEY RANCH EL,5,INDEPENDENT,9800 RODEO DR,IRVING,75063-6488,8.0,118.0,108.0,86.0
57922111,COPPELL ISD,DENTON CREEK EL,5,INDEPENDENT,250 NATCHES TRACE,COPPELL,75019,9.0,74.0,65.0,53.0
57922112,COPPELL ISD,RICHARD J. LEE,5,INDEPENDENT,8808 CHAPARRAL WATERS WAY,DALLAS,75019,2.0,128.0,122.0,108.0
58902001,DAWSON ISD,DAWSON SCHOOL,5,INDEPENDENT,600 BROWNFIELD HWY 137,WELCH,79377-0180,4.0,4.0,0.0,0.0
58905001,KLONDIKE ISD,KLONDIKE ISD,5,INDEPENDENT,2911 COUNTY RD H,LAMESA,79331-4945,0.0,23.0,23.0,19.0
58906103,LAMESA ISD,NORTH ELEM.,5,,,,,40.0,88.0,48.0,29.0
58909001,SANDS CISD,SANDS CISD,5,INDEPENDENT,101 FIRST ST,ACKERLY,79713-0218,2.0,13.0,10.0,8.0
59901101,HEREFORD ISD,AIKMAN ELEM.,5,INDEPENDENT,900 AVE K,HEREFORD,79045-3603,7.0,60.0,34.0,16.0
59901102,HEREFORD ISD,BLUEBONNET ELEM,5,INDEPENDENT,221 16TH ST,HEREFORD,79045-3112,19.0,56.0,29.0,18.0
59901103,HEREFORD ISD,WEST CENTRAL EL,5,INDEPENDENT,120 CAMPBELL ST,HEREFORD,79045-4901,26.0,46.0,24.0,10.0
59901104,HEREFORD ISD,NORTHWEST ELEM.,5,INDEPENDENT,400 MOREMAN,HEREFORD,79045-2804,7.0,83.0,61.0,35.0
59902101,WALCOTT ISD,WALCOTT ELEM.,5,INDEPENDENT,4275 HWY 214,HEREFORD,79045,0.0,19.0,15.0,8.0
60902101,COOPER ISD,COOPER ELEM.,5,INDEPENDENT,1401 SW 8TH ST,COOPER,75432,14.0,38.0,21.0,12.0
60914102,FANNINDEL ISD,FANNINDEL ELEM.,5,INDEPENDENT,409 W MAIN ST,PECAN GAP,75469-1331,4.0,11.0,7.0,5.0
61802003,NORTH TEXAS COL,NORTH TEXAS COL,5,CHARTER,968 RALDON ST,LEWISVILLE,75067,7.0,12.0,8.0,5.0
61802004,NORTH TEXAS COL,NORTH TEXAS COL,5,CHARTER,4601 IH 35 N,DENTON,76207,6.0,6.0,3.0,1.0
61802005,NORTH TEXAS COL,NORTH TEXAS COL,5,CHARTER,1851 OAK GROVE PKWY,LITTLE ELM,75068,7.0,12.0,4.0,1.0
61804002,LEADERSHIP PREP,LEADERSHIP PREP,5,CHARTER,8100 TEEL PKWY,FRISCO,75034,19.0,138.0,100.0,65.0
61805001,TRIVIUM ACADEMY,TRIVIUM ACAD.,5,CHARTER,2205 E HEBRON PKWY,CARROLLTON,75010,8.0,56.0,45.0,35.0
61901102,DENTON ISD,HOUSTON ELEM.,5,INDEPENDENT,3100 TEASLEY,DENTON,76205-8093,8.0,95.0,72.0,51.0
61901104,DENTON ISD,ALICE MOORE ALE,5,INDEPENDENT,800 MACK PL,DENTON,76201-6314,12.0,69.0,51.0,36.0
61901105,DENTON ISD,HODGE ELEM.,5,INDEPENDENT,3900 GRANT PKWY,DENTON,76208-3412,4.0,89.0,57.0,39.0
61901106,DENTON ISD,MCNAIR ELEM.,5,INDEPENDENT,1212 HICKORY CREEK RD,DENTON,76210,2.0,85.0,72.0,55.0
61901107,DENTON ISD,NEWTON RAYZOR E,5,INDEPENDENT,1400 MALONE,DENTON,76201-2692,9.0,82.0,55.0,36.0
61901108,DENTON ISD,RIVERA ELEM.,5,INDEPENDENT,701 NEWTON ST,DENTON,76205-6234,20.0,88.0,61.0,32.0
61901109,DENTON ISD,WILSON ELEM.,5,INDEPENDENT,1306 E WINDSOR ST,DENTON,76209,17.0,82.0,52.0,28.0
61901110,DENTON ISD,GINNINGS ELEM.,5,INDEPENDENT,2525 YELLOWSTONE,DENTON,76209,22.0,78.0,50.0,32.0
61901111,DENTON ISD,BORMAN ELEM.,5,INDEPENDENT,1201 PARVIN,DENTON,76205-6715,15.0,62.0,32.0,19.0
61901112,DENTON ISD,EVERS PARK ELEM,5,INDEPENDENT,3300 EVERS PKWY,DENTON,76207-7208,18.0,73.0,54.0,42.0
61901113,DENTON ISD,RYAN ELEM.,5,INDEPENDENT,201 W RYAN RD,DENTON,76210,5.0,101.0,80.0,58.0
61901115,DENTON ISD,E.P. RAYZOR ELE,5,INDEPENDENT,377 RAYZOR RD,ARGYLE,76226-6658,1.0,70.0,59.0,36.0
61901116,DENTON ISD,PECAN CREEK ELE,5,INDEPENDENT,4400 LAKEVIEW BLVD,DENTON,76208,5.0,110.0,75.0,55.0
61901117,DENTON ISD,PROVIDENCE ELEM,5,INDEPENDENT,1000 FM 2931,AUBREY,76227,13.0,60.0,46.0,32.0
61901118,DENTON ISD,HAWK ELEM.,5,INDEPENDENT,2300 OAKMONT,CORINTH,76210,2.0,126.0,107.0,79.0
61901119,DENTON ISD,SAVANNAH ELEM.,5,INDEPENDENT,1101 COTTON EXCHANGE DR,AUBREY,76227,21.0,120.0,81.0,48.0
61901120,DENTON ISD,PALOMA CREEK EL,5,INDEPENDENT,1600 NAVO RD,AUBREY,76227,33.0,115.0,74.0,45.0
61901121,DENTON ISD,NELSON ELEM.,5,INDEPENDENT,3909 TEASLEY LN,DENTON,76210,14.0,88.0,67.0,51.0
61901122,DENTON ISD,BLANTON ELEM.,5,INDEPENDENT,9501 STACEE LN,ARGYLE,76266,10.0,100.0,78.0,53.0
61901123,DENTON ISD,STEPHENS ELEM.,5,INDEPENDENT,133 GARZA RD,SHADY SHORES,76208,10.0,38.0,29.0,23.0
61901125,DENTON ISD,CROSS OAKS ELEM,5,INDEPENDENT,600 LIBERTY BLVD,CROSS ROADS,76227,15.0,90.0,63.0,40.0
61901126,DENTON ISD,DOROTHY P. ADKI,5,INDEPENDENT,1701 MONAHAN DR,LANTANA,76226,3.0,62.0,49.0,29.0
61901127,DENTON ISD,CATHERINE BELL,5,INDEPENDENT,601 VILLA PALOMA BLVD,LITTLE ELM,75068,39.0,85.0,57.0,36.0
61902005,LEWISVILLE ISD,LEARNING CENTER,5,INDEPENDENT,1601 S EDMONDS LN,LEWISVILLE,75067-5802,,,,
61902101,LEWISVILLE ISD,CENTRAL ELEM.,5,INDEPENDENT,400 HIGH SCHOOL DR,LEWISVILLE,75057-3635,30.0,92.0,45.0,22.0
61902102,LEWISVILLE ISD,COLLEGE STREET,5,,,,,16.0,36.0,13.0,5.0
61902104,LEWISVILLE ISD,LAKELAND ELEM.,5,INDEPENDENT,800 FOX AVE,LEWISVILLE,75067-4552,25.0,83.0,48.0,27.0
61902105,LEWISVILLE ISD,HEDRICK ELEM.,5,,,,,20.0,51.0,29.0,19.0
61902106,LEWISVILLE ISD,DEGAN ELEM.,5,INDEPENDENT,1680 COLLEGE PKWY,LEWISVILLE,75077-2708,22.0,64.0,35.0,20.0
61902107,LEWISVILLE ISD,CAMEY ELEM.,5,INDEPENDENT,4949 ARBOR GLEN RD,THE COLONY,75056-2430,13.0,54.0,37.0,28.0
61902108,LEWISVILLE ISD,TIMBER CREEK EL,5,INDEPENDENT,1900 TIMBER CREEK RD,FLOWER MOUND,75028-1148,5.0,80.0,51.0,36.0
61902109,LEWISVILLE ISD,PETERS COLONY E,5,INDEPENDENT,5101 NASH DR,THE COLONY,75056-1700,13.0,83.0,53.0,37.0
61902110,LEWISVILLE ISD,HIGHLAND VILLAG,5,INDEPENDENT,301 BRAZOS BLVD,HIGHLAND VILLAGE,75077-7264,5.0,48.0,44.0,36.0
61902111,LEWISVILLE ISD,STEWARTS CREEK,5,INDEPENDENT,4431 AUGUSTA ST,THE COLONY,75056-3520,4.0,33.0,22.0,7.0
61902112,LEWISVILLE ISD,FLOWER MOUND EL,5,INDEPENDENT,4101 CHURCHILL DR,FLOWER MOUND,75028-1527,3.0,74.0,62.0,38.0
61902113,LEWISVILLE ISD,INDIAN CREEK EL,5,INDEPENDENT,2050 ARBOR CREEK DR,CARROLLTON,75010-4016,6.0,71.0,53.0,42.0
61902114,LEWISVILLE ISD,MCAULIFFE ELEM.,5,INDEPENDENT,2300 BRIARHILL BLVD,HIGHLAND VILLAGE,75077-7060,5.0,90.0,73.0,45.0
61902115,LEWISVILLE ISD,B.B. OWEN ELEM.,5,INDEPENDENT,5640 SQUIRES DR,THE COLONY,75056-1465,15.0,45.0,27.0,15.0
61902116,LEWISVILLE ISD,CREEKSIDE ELEM.,5,INDEPENDENT,901 VALLEY VIEW DR,LEWISVILLE,75067-6141,10.0,79.0,54.0,38.0
61902117,LEWISVILLE ISD,DONALD ELEM.,5,INDEPENDENT,2400 FOREST VISTA DR,FLOWER MOUND,75028-4674,3.0,86.0,73.0,53.0
61902118,LEWISVILLE ISD,HEBRON VALLEY E,5,INDEPENDENT,4108 CREEK VALLEY BLVD,CARROLLTON,75010-1100,7.0,95.0,71.0,59.0
61902119,LEWISVILLE ISD,ETHRIDGE ELEM.,5,INDEPENDENT,6001 ETHRIDGE DR,THE COLONY,75056-3611,10.0,77.0,60.0,44.0
61902120,LEWISVILLE ISD,GARDEN RIDGE EL,5,INDEPENDENT,2220 S GARDEN RIDGE BLVD,FLOWER MOUND,75028-7270,3.0,68.0,58.0,45.0
61902121,LEWISVILLE ISD,MORNINGSIDE ELE,5,INDEPENDENT,6350 PAIGE RD,THE COLONY,75056-1846,2.0,55.0,41.0,30.0
61902122,LEWISVILLE ISD,HERITAGE ELEM.,5,INDEPENDENT,100 BARNETT BLVD,HIGHLAND VILLAGE,75077-3176,1.0,101.0,80.0,52.0
61902123,LEWISVILLE ISD,OLD SETTLERS EL,5,INDEPENDENT,2525 OLD SETTLERS RD,FLOWER MOUND,75022-4724,9.0,102.0,78.0,62.0
61902124,LEWISVILLE ISD,PARKWAY ELEM.,5,INDEPENDENT,2100 S VALLEY PKWY,LEWISVILLE,75067-7498,7.0,76.0,57.0,40.0
61902125,LEWISVILLE ISD,POLSER ELEM.,5,INDEPENDENT,1520 POLSER RD,CARROLLTON,75010-1220,10.0,56.0,34.0,24.0
61902126,LEWISVILLE ISD,PRAIRIE TRAIL E,5,INDEPENDENT,5555 TIMBER CREEK RD,FLOWER MOUND,75028-3816,8.0,119.0,98.0,73.0
61902127,LEWISVILLE ISD,VALLEY RIDGE EL,5,INDEPENDENT,1604 N GARDEN RIDGE BLVD,LEWISVILLE,75077-2155,5.0,75.0,52.0,31.0
61902128,LEWISVILLE ISD,FOREST VISTA EL,5,INDEPENDENT,900 FOREST VISTA DR,FLOWER MOUND,75028-3459,3.0,85.0,71.0,50.0
61902129,LEWISVILLE ISD,BRIDLEWOOD ELEM,5,INDEPENDENT,4901 REMINGTON PARK DR,FLOWER MOUND,75028-3096,0.0,80.0,66.0,48.0
61902130,LEWISVILLE ISD,WELLINGTON ELEM,5,INDEPENDENT,3900 KENWOOD DR,FLOWER MOUND,75022-2863,3.0,154.0,128.0,97.0
61902131,LEWISVILLE ISD,SOUTHRIDGE ELEM,5,INDEPENDENT,495 W CORPORATE DR,LEWISVILLE,75067-7896,26.0,75.0,47.0,23.0
61902132,LEWISVILLE ISD,HOMESTEAD ELEM.,5,INDEPENDENT,1830 E BRANCH HOLLOW DR,CARROLLTON,75007-1410,5.0,94.0,85.0,63.0
61902133,LEWISVILLE ISD,BLUEBONNET ELEM,5,INDEPENDENT,2000 SPINKS RD,FLOWER MOUND,75028-4261,1.0,96.0,88.0,66.0
61902134,LEWISVILLE ISD,TOM HICKS ELEM.,5,INDEPENDENT,3651 COMPASS DR,FRISCO,75034-8940,7.0,78.0,63.0,48.0
61902135,LEWISVILLE ISD,LIBERTY ELEM.,5,INDEPENDENT,4600 QUAIL RUN RD,FLOWER MOUND,75022-5017,2.0,113.0,101.0,86.0
61902136,LEWISVILLE ISD,CASTLE HILLS EL,5,INDEPENDENT,1025 HOLY GRAIL DR,LEWISVILLE,75056-5732,0.0,126.0,120.0,110.0
61902138,LEWISVILLE ISD,MARJORY VICKERY,5,INDEPENDENT,3301 WAGER RD,FLOWER MOUND,75028-1405,6.0,68.0,48.0,32.0
61902139,LEWISVILLE ISD,ROCKBROOK ELEM.,5,INDEPENDENT,2751 ROCKBROOK DR,LEWISVILLE,75067-4150,39.0,66.0,33.0,15.0
61902140,LEWISVILLE ISD,COYOTE RIDGE EL,5,INDEPENDENT,4520 MAUMEE DR,CARROLLTON,75010-1195,17.0,85.0,57.0,39.0
61902142,LEWISVILLE ISD,INDEPENDENCE EL,5,INDEPENDENT,2511 WINDHAVEN PKWY,LEWISVILLE,75056-5822,19.0,111.0,79.0,58.0
61902143,LEWISVILLE ISD,LEWISVILLE ELEM,5,INDEPENDENT,285 W COUNTRY RIDGE RD,LEWISVILLE,75067-7968,34.0,66.0,26.0,15.0
61903102,PILOT POINT ISD,PILOT POINT INT,5,INDEPENDENT,501 E CARROLL ST,PILOT POINT,76258-3752,22.0,79.0,41.0,22.0
61905102,KRUM ISD,BLANCHE DODD IN,5,INDEPENDENT,915 E MCCART,KRUM,76249-9650,12.0,149.0,108.0,76.0
61906101,PONDER ISD,PONDER ELEM.,5,INDEPENDENT,401 W BAILEY,PONDER,76259,24.0,97.0,65.0,41.0
61907041,AUBREY ISD,AUBREY M.S.,5,INDEPENDENT,815 SHERMAN DR,AUBREY,76227-9619,27.0,172.0,124.0,77.0
61908101,SANGER ISD,CLEAR CREEK INT,5,INDEPENDENT,1901 S STEMMONS,SANGER,76266-9635,22.0,133.0,79.0,47.0
61908104,SANGER ISD,BUTTERFIELD ELE,5,INDEPENDENT,291 INDIAN LN,SANGER,76266,8.0,71.0,49.0,30.0
61910042,ARGYLE ISD,ARGYLE INTERMED,5,INDEPENDENT,800 EAGLE DR,ARGYLE,76226,18.0,210.0,161.0,122.0
61911101,NORTHWEST ISD,HASLET ELEM.,5,INDEPENDENT,501 SCHOOLHOUSE RD,HASLET,76052-0184,6.0,79.0,63.0,48.0
61911102,NORTHWEST ISD,JUSTIN ELEM.,5,INDEPENDENT,425 BOSS RANGE RD,JUSTIN,76247-9709,12.0,101.0,73.0,51.0
61911106,NORTHWEST ISD,LAKEVIEW ELEM.,5,INDEPENDENT,100 VILLAGE TRL,ROANOKE,76262-8398,2.0,68.0,64.0,51.0
61911107,NORTHWEST ISD,ROANOKE ELEM.,5,INDEPENDENT,1401 LANCELOT,ROANOKE,76262,5.0,117.0,106.0,84.0
61911108,NORTHWEST ISD,SEVEN HILLS ELE,5,INDEPENDENT,654 FM 3433,RHOME,76078-0227,23.0,61.0,38.0,26.0
61911109,NORTHWEST ISD,SAMUEL BECK ELE,5,INDEPENDENT,401 PARKVIEW DR,TROPHY CLUB,76262-8398,1.0,159.0,145.0,121.0
61911110,NORTHWEST ISD,W.R. HATFIELD E,5,INDEPENDENT,2051 TEXAN DR,JUSTIN,76247,8.0,63.0,44.0,29.0
61911111,NORTHWEST ISD,PRAIRIE VIEW EL,5,INDEPENDENT,609 FM 3433,RHOME,76078-0227,15.0,51.0,33.0,16.0
61911112,NORTHWEST ISD,SONNY AND ALLEG,5,INDEPENDENT,701 TIERRA VISTA WAY,FORT WORTH,76131,19.0,84.0,50.0,32.0
61911113,NORTHWEST ISD,J. LYNDAL HUGHE,5,INDEPENDENT,13824 LOST SPURS RD,ROANOKE,76262,11.0,104.0,73.0,43.0
61911114,NORTHWEST ISD,KAY GRANGER ELE,5,INDEPENDENT,12771 SARATOGA SPRINGS CIR,KELLER,76248,4.0,132.0,117.0,79.0
61911115,NORTHWEST ISD,SENDERA RANCH E,5,INDEPENDENT,1216 DIAMOND BACK,HASLET,76052,19.0,92.0,55.0,35.0
61911116,NORTHWEST ISD,O.A. PETERSON,5,INDEPENDENT,2000 WINTER HAWK DR,FORT WORTH,76177,9.0,91.0,64.0,44.0
61911117,NORTHWEST ISD,CLARA LOVE ELEM,5,INDEPENDENT,16301 ELEMENTARY DR,JUSTIN,76247,23.0,100.0,65.0,41.0
61911118,NORTHWEST ISD,J.C. THOMPSON E,5,INDEPENDENT,440 WISHBONE LN,HASLET,76052,16.0,68.0,46.0,30.0
61911119,NORTHWEST ISD,CARL E. SCHLUTE,5,INDEPENDENT,1220 MESA CREST DR,HASLET,76052,9.0,122.0,96.0,69.0
61911120,NORTHWEST ISD,WAYNE A. COX EL,5,INDEPENDENT,1100 LITSEY RD,ROANOKE,76262,7.0,99.0,90.0,74.0
61911121,NORTHWEST ISD,LIZZIE CURTIS E,5,INDEPENDENT,9640 BELLE PRAIRIE TRAIL,FORT WORTH,76131,11.0,72.0,53.0,41.0
61912101,LAKE DALLAS ISD,LAKE DALLAS ELE,5,INDEPENDENT,190 FALCON DR,LAKE DALLAS,75065-0548,32.0,83.0,41.0,15.0
61912103,LAKE DALLAS ISD,CORINTH ELEM.,5,INDEPENDENT,3501 CLIFF OAK DR,CORINTH,76205-3599,18.0,70.0,47.0,28.0
61912105,LAKE DALLAS ISD,SHADY SHORES EL,5,INDEPENDENT,300 DOBBS RD,SHADY SHORES,76208,9.0,78.0,52.0,30.0
61914042,LITTLE ELM ISD,PRESTWICK K-8 S,5,INDEPENDENT,3101 STONEFIELD DR,THE COLONY,75065,2.0,64.0,47.0,28.0
61914103,LITTLE ELM ISD,D.H. BRENT ELEM,5,INDEPENDENT,500 WITT RD,LITTLE ELM,75068,19.0,98.0,63.0,45.0
61914104,LITTLE ELM ISD,CESAR CHAVEZ EL,5,INDEPENDENT,2600 HART RD,LITTLE ELM,75068,9.0,108.0,82.0,56.0
61914105,LITTLE ELM ISD,HACKBERRY ELEM.,5,INDEPENDENT,7200 SNUG HARBOR,FRISCO,75034,12.0,80.0,50.0,28.0
61914107,LITTLE ELM ISD,LAKEVIEW ELEM.,5,INDEPENDENT,1800 WATERSIDE,LITTLE ELM,75068,17.0,84.0,50.0,37.0
61914108,LITTLE ELM ISD,OAK POINT ELEM.,5,INDEPENDENT,401 SHAHAN PRAIRIE,OAK POINT,75068,25.0,117.0,61.0,36.0
62901042,CUERO ISD,HUNT ELEM.,5,INDEPENDENT,550 INDUSTRIAL BLVD,CUERO,77954,38.0,103.0,51.0,27.0
62902001,NORDHEIM ISD,NORDHEIM SCHOOL,5,INDEPENDENT,500 N BROADWAY,NORDHEIM,78141,2.0,11.0,4.0,2.0
